Replicate.Name,Molecule.List.Name,Molecule.Name,Precursor.Mz,Total Area
30_138,molecules1,HET,144.1,6593
30_139,molecules1,HET,144.1,7207
ER3_149_2fdQC_08,molecules1,Methionine,150.3,21400
ER3_149_2fdQC_09,molecules1,Methionine,150.3,135524
ER3_149_2fdQC_44,molecules1,Methionine,150.3,21699
2fdQC_79,molecules1,Methionine,150.3,19853
2fdQC_114,molecules1,Methionine,150.3,10200
2fdQC_142,molecules1,Methionine,150.3,4997
01_12,molecules1,Methionine,150.3,30968
01_13,molecules1,Methionine,150.3,43912
01_14,molecules1,Methionine,150.3,17970
02_16,molecules1,Methionine,150.3,69457
02_17,molecules1,Methionine,150.3,11630
02_18,molecules1,Methionine,150.3,94865
03_20,molecules1,Methionine,150.3,91604
03_21,molecules1,Methionine,150.3,26790
03_22,molecules1,Methionine,150.3,28256
04_24,molecules1,Methionine,150.3,9356
04_25,molecules1,Methionine,150.3,63218
04_26,molecules1,Methionine,150.3,26223
05_28,molecules1,Methionine,150.3,20601
05_29,molecules1,Methionine,150.3,36927
05_30,molecules1,Methionine,150.3,114008
06_32,molecules1,Methionine,150.3,59710
06_33,molecules1,Methionine,150.3,93282
06_34,molecules1,Methionine,150.3,94498
07_36,molecules1,Methionine,150.3,13553
07_37,molecules1,Methionine,150.3,3451
07_38,molecules1,Methionine,150.3,7145
08_40,molecules1,Methionine,150.3,6008
08_41,molecules1,Methionine,150.3,14856
08_42,molecules1,Methionine,150.3,11873
09_47,molecules1,Methionine,150.3,19924
09_48,molecules1,Methionine,150.3,24708
09_49,molecules1,Methionine,150.3,12630
10_51,molecules1,Methionine,150.3,17965
10_52,molecules1,Methionine,150.3,33528
10_53,molecules1,Methionine,150.3,103336
11_55,molecules1,Methionine,150.3,239176
11_56,molecules1,Methionine,150.3,340529
11_57,molecules1,Methionine,150.3,94547
12_59,molecules1,Methionine,150.3,162456
12_60,molecules1,Methionine,150.3,917592
12_61,molecules1,Methionine,150.3,102795
13_63,molecules1,Methionine,150.3,12050
13_64,molecules1,Methionine,150.3,18397
13_65,molecules1,Methionine,150.3,14822
14_67,molecules1,Methionine,150.3,12860
14_68,molecules1,Methionine,150.3,11534
14_69,molecules1,Methionine,150.3,6706
15_71,molecules1,Methionine,150.3,36598
15_72,molecules1,Methionine,150.3,16576
15_73,molecules1,Methionine,150.3,33251
16_75,molecules1,Methionine,150.3,1010803
16_76,molecules1,Methionine,150.3,28738
16_77,molecules1,Methionine,150.3,64972
17_82,molecules1,Methionine,150.3,1730273
17_83,molecules1,Methionine,150.3,241290
17_84,molecules1,Methionine,150.3,123099
18_86,molecules1,Methionine,150.3,4700
18_87,molecules1,Methionine,150.3,21578
18_88,molecules1,Methionine,150.3,15215
19_90,molecules1,Methionine,150.3,12659
19_91,molecules1,Methionine,150.3,12002
19_92,molecules1,Methionine,150.3,22269
20_94,molecules1,Methionine,150.3,7084
20_95,molecules1,Methionine,150.3,10508
20_96,molecules1,Methionine,150.3,11271
21_100,molecules1,Methionine,150.3,99114
21_98,molecules1,Methionine,150.3,83043
21_99,molecules1,Methionine,150.3,114709
22_102,molecules1,Methionine,150.3,15399
22_103,molecules1,Methionine,150.3,24065
22_104,molecules1,Methionine,150.3,14155
23_106,molecules1,Methionine,150.3,6576
23_107,molecules1,Methionine,150.3,10342
23_108,molecules1,Methionine,150.3,4915
24_110,molecules1,Methionine,150.3,57802
24_111,molecules1,Methionine,150.3,839163
24_112,molecules1,Methionine,150.3,21029
25_117,molecules1,Methionine,150.3,50827
25_118,molecules1,Methionine,150.3,37054
25_119,molecules1,Methionine,150.3,1122522
26_121,molecules1,Methionine,150.3,13166
26_122,molecules1,Methionine,150.3,8875
26_123,molecules1,Methionine,150.3,44437
27_125,molecules1,Methionine,150.3,38279
27_126,molecules1,Methionine,150.3,14299
27_127,molecules1,Methionine,150.3,15848
28_129,molecules1,Methionine,150.3,31701
28_130,molecules1,Methionine,150.3,22814
28_131,molecules1,Methionine,150.3,39479
29_133,molecules1,Methionine,150.3,5913
29_134,molecules1,Methionine,150.3,2790
29_135,molecules1,Methionine,150.3,6235
30_137,molecules1,Methionine,150.3,20657
30_138,molecules1,Methionine,150.3,32044
30_139,molecules1,Methionine,150.3,11849
ER3_149_2fdQC_08,molecules1,FAMP,167.1,33947
ER3_149_2fdQC_09,molecules1,FAMP,167.1,37472
ER3_149_2fdQC_44,molecules1,FAMP,167.1,47277
2fdQC_79,molecules1,FAMP,167.1,39865
2fdQC_114,molecules1,FAMP,167.1,23460
2fdQC_142,molecules1,FAMP,167.1,53813
01_12,molecules1,FAMP,167.1,141915
01_13,molecules1,FAMP,167.1,81631
01_14,molecules1,FAMP,167.1,33389
02_16,molecules1,FAMP,167.1,64278
02_17,molecules1,FAMP,167.1,96027
02_18,molecules1,FAMP,167.1,32820
03_20,molecules1,FAMP,167.1,72233
03_21,molecules1,FAMP,167.1,52437
03_22,molecules1,FAMP,167.1,68760
04_24,molecules1,FAMP,167.1,29457
04_25,molecules1,FAMP,167.1,77311
04_26,molecules1,FAMP,167.1,20323
05_28,molecules1,FAMP,167.1,64951
05_29,molecules1,FAMP,167.1,27524
05_30,molecules1,FAMP,167.1,64619
06_32,molecules1,FAMP,167.1,4173
06_33,molecules1,FAMP,167.1,8966
06_34,molecules1,FAMP,167.1,24894
07_36,molecules1,FAMP,167.1,26619
07_37,molecules1,FAMP,167.1,56013
07_38,molecules1,FAMP,167.1,37640
08_40,molecules1,FAMP,167.1,45648
08_41,molecules1,FAMP,167.1,41337
08_42,molecules1,FAMP,167.1,55893
09_47,molecules1,FAMP,167.1,43826
09_48,molecules1,FAMP,167.1,51284
09_49,molecules1,FAMP,167.1,17563
10_51,molecules1,FAMP,167.1,27328
10_52,molecules1,FAMP,167.1,27683
10_53,molecules1,FAMP,167.1,70006
11_55,molecules1,FAMP,167.1,21484
11_56,molecules1,FAMP,167.1,18646
11_57,molecules1,FAMP,167.1,12074
12_59,molecules1,FAMP,167.1,5724
12_60,molecules1,FAMP,167.1,52343
12_61,molecules1,FAMP,167.1,17167
13_63,molecules1,FAMP,167.1,52090
13_64,molecules1,FAMP,167.1,13819
13_65,molecules1,FAMP,167.1,58919
14_67,molecules1,FAMP,167.1,18096
14_68,molecules1,FAMP,167.1,51099
14_69,molecules1,FAMP,167.1,133645
15_71,molecules1,FAMP,167.1,31125
15_72,molecules1,FAMP,167.1,14547
15_73,molecules1,FAMP,167.1,14337
16_75,molecules1,FAMP,167.1,34137
16_76,molecules1,FAMP,167.1,31174
16_77,molecules1,FAMP,167.1,38476
17_82,molecules1,FAMP,167.1,19353
17_83,molecules1,FAMP,167.1,16381
17_84,molecules1,FAMP,167.1,14672
18_86,molecules1,FAMP,167.1,42907
18_87,molecules1,FAMP,167.1,51668
18_88,molecules1,FAMP,167.1,51182
19_90,molecules1,FAMP,167.1,15196
19_91,molecules1,FAMP,167.1,88310
19_92,molecules1,FAMP,167.1,53810
20_94,molecules1,FAMP,167.1,37496
20_95,molecules1,FAMP,167.1,55132
20_96,molecules1,FAMP,167.1,54683
21_100,molecules1,FAMP,167.1,15786
21_98,molecules1,FAMP,167.1,10150
21_99,molecules1,FAMP,167.1,12661
22_102,molecules1,FAMP,167.1,47346
22_103,molecules1,FAMP,167.1,73509
22_104,molecules1,FAMP,167.1,28200
23_106,molecules1,FAMP,167.1,37842
23_107,molecules1,FAMP,167.1,34667
23_108,molecules1,FAMP,167.1,43758
24_110,molecules1,FAMP,167.1,9001
24_111,molecules1,FAMP,167.1,16630
24_112,molecules1,FAMP,167.1,33574
25_117,molecules1,FAMP,167.1,21085
25_118,molecules1,FAMP,167.1,16385
25_119,molecules1,FAMP,167.1,40449
26_121,molecules1,FAMP,167.1,40574
26_122,molecules1,FAMP,167.1,38511
26_123,molecules1,FAMP,167.1,51866
27_125,molecules1,FAMP,167.1,8984
27_126,molecules1,FAMP,167.1,48971
27_127,molecules1,FAMP,167.1,17451
28_129,molecules1,FAMP,167.1,18684
28_130,molecules1,FAMP,167.1,142463
28_131,molecules1,FAMP,167.1,34936
29_133,molecules1,FAMP,167.1,31877
29_134,molecules1,FAMP,167.1,37617
29_135,molecules1,FAMP,167.1,17918
30_137,molecules1,FAMP,167.1,43312
30_138,molecules1,FAMP,167.1,26702
30_139,molecules1,FAMP,167.1,11765
ER3_149_2fdQC_08,molecules1,IAA,176.1,37173
ER3_149_2fdQC_09,molecules1,IAA,176.1,43119
ER3_149_2fdQC_44,molecules1,IAA,176.1,57416
2fdQC_79,molecules1,IAA,176.1,56670
2fdQC_114,molecules1,IAA,176.1,52904
2fdQC_142,molecules1,IAA,176.1,38030
01_12,molecules1,IAA,176.1,26680
01_13,molecules1,IAA,176.1,42486
01_14,molecules1,IAA,176.1,21805
02_16,molecules1,IAA,176.1,35130
02_17,molecules1,IAA,176.1,45598
02_18,molecules1,IAA,176.1,47511
03_20,molecules1,IAA,176.1,53043
03_21,molecules1,IAA,176.1,44649
03_22,molecules1,IAA,176.1,43237
04_24,molecules1,IAA,176.1,58765
04_25,molecules1,IAA,176.1,69797
04_26,molecules1,IAA,176.1,59787
05_28,molecules1,IAA,176.1,74449
05_29,molecules1,IAA,176.1,67787
05_30,molecules1,IAA,176.1,95392
06_32,molecules1,IAA,176.1,65464
06_33,molecules1,IAA,176.1,57702
06_34,molecules1,IAA,176.1,59627
07_36,molecules1,IAA,176.1,15545
07_37,molecules1,IAA,176.1,18601
07_38,molecules1,IAA,176.1,20044
08_40,molecules1,IAA,176.1,47250
08_41,molecules1,IAA,176.1,40424
08_42,molecules1,IAA,176.1,41317
09_47,molecules1,IAA,176.1,74526
09_48,molecules1,IAA,176.1,68266
09_49,molecules1,IAA,176.1,87061
10_51,molecules1,IAA,176.1,66493
10_52,molecules1,IAA,176.1,68722
10_53,molecules1,IAA,176.1,81990
11_55,molecules1,IAA,176.1,163348
11_56,molecules1,IAA,176.1,139980
11_57,molecules1,IAA,176.1,132723
12_59,molecules1,IAA,176.1,100976
12_60,molecules1,IAA,176.1,106791
12_61,molecules1,IAA,176.1,95739
13_63,molecules1,IAA,176.1,46173
13_64,molecules1,IAA,176.1,44161
13_65,molecules1,IAA,176.1,35453
14_67,molecules1,IAA,176.1,37872
14_68,molecules1,IAA,176.1,41350
14_69,molecules1,IAA,176.1,34566
15_71,molecules1,IAA,176.1,75260
15_72,molecules1,IAA,176.1,71286
15_73,molecules1,IAA,176.1,70844
16_75,molecules1,IAA,176.1,81011
16_76,molecules1,IAA,176.1,85836
16_77,molecules1,IAA,176.1,87832
17_82,molecules1,IAA,176.1,113123
17_83,molecules1,IAA,176.1,114782
17_84,molecules1,IAA,176.1,114688
18_86,molecules1,IAA,176.1,35609
18_87,molecules1,IAA,176.1,24685
18_88,molecules1,IAA,176.1,33235
19_90,molecules1,IAA,176.1,31174
19_91,molecules1,IAA,176.1,31637
19_92,molecules1,IAA,176.1,31053
20_94,molecules1,IAA,176.1,54457
20_95,molecules1,IAA,176.1,57193
20_96,molecules1,IAA,176.1,81001
21_100,molecules1,IAA,176.1,100824
21_98,molecules1,IAA,176.1,104247
21_99,molecules1,IAA,176.1,113651
22_102,molecules1,IAA,176.1,40965
22_103,molecules1,IAA,176.1,33111
22_104,molecules1,IAA,176.1,39843
23_106,molecules1,IAA,176.1,35205
23_107,molecules1,IAA,176.1,37702
23_108,molecules1,IAA,176.1,33318
24_110,molecules1,IAA,176.1,63186
24_111,molecules1,IAA,176.1,80934
24_112,molecules1,IAA,176.1,78820
25_117,molecules1,IAA,176.1,90130
25_118,molecules1,IAA,176.1,90047
25_119,molecules1,IAA,176.1,78354
26_121,molecules1,IAA,176.1,24244
26_122,molecules1,IAA,176.1,21407
26_123,molecules1,IAA,176.1,19073
27_125,molecules1,IAA,176.1,75719
27_126,molecules1,IAA,176.1,82497
27_127,molecules1,IAA,176.1,84782
28_129,molecules1,IAA,176.1,69362
28_130,molecules1,IAA,176.1,60919
28_131,molecules1,IAA,176.1,66202
29_133,molecules1,IAA,176.1,19458
29_134,molecules1,IAA,176.1,18338
29_135,molecules1,IAA,176.1,24727
30_137,molecules1,IAA,176.1,38764
30_138,molecules1,IAA,176.1,32698
30_139,molecules1,IAA,176.1,30342
ER3_65_QC2_07,molecules1,cHET,188.1,146711
ER3_65_QC2_22,molecules1,cHET,188.1,148876
ER3_149_2fdQC_08,molecules1,cHET,188.1,642496
ER3_149_2fdQC_09,molecules1,cHET,188.1,760908
ER3_149_2fdQC_44,molecules1,cHET,188.1,691348
2fdQC_79,molecules1,cHET,188.1,673090
2fdQC_114,molecules1,cHET,188.1,615110
2fdQC_142,molecules1,cHET,188.1,468335
01_12,molecules1,cHET,188.1,442516
01_13,molecules1,cHET,188.1,484948
01_14,molecules1,cHET,188.1,448178
02_16,molecules1,cHET,188.1,594938
02_17,molecules1,cHET,188.1,566870
02_18,molecules1,cHET,188.1,718835
03_20,molecules1,cHET,188.1,781680
03_21,molecules1,cHET,188.1,711318
03_22,molecules1,cHET,188.1,723183
04_24,molecules1,cHET,188.1,899723
04_25,molecules1,cHET,188.1,964292
04_26,molecules1,cHET,188.1,833009
05_28,molecules1,cHET,188.1,1176069
05_29,molecules1,cHET,188.1,1164309
05_30,molecules1,cHET,188.1,1442536
06_32,molecules1,cHET,188.1,822759
06_33,molecules1,cHET,188.1,794362
06_34,molecules1,cHET,188.1,789599
07_36,molecules1,cHET,188.1,222492
07_37,molecules1,cHET,188.1,224322
07_38,molecules1,cHET,188.1,215561
08_40,molecules1,cHET,188.1,513193
08_41,molecules1,cHET,188.1,514741
08_42,molecules1,cHET,188.1,533483
09_47,molecules1,cHET,188.1,1159080
09_48,molecules1,cHET,188.1,1101465
09_49,molecules1,cHET,188.1,1151420
10_51,molecules1,cHET,188.1,1098261
10_52,molecules1,cHET,188.1,1093928
10_53,molecules1,cHET,188.1,1149819
11_55,molecules1,cHET,188.1,2161342
11_56,molecules1,cHET,188.1,2238823
11_57,molecules1,cHET,188.1,2267785
12_59,molecules1,cHET,188.1,1700435
12_60,molecules1,cHET,188.1,1692335
12_61,molecules1,cHET,188.1,1738256
13_63,molecules1,cHET,188.1,504313
13_64,molecules1,cHET,188.1,479676
13_65,molecules1,cHET,188.1,498051
14_67,molecules1,cHET,188.1,519462
14_68,molecules1,cHET,188.1,515092
14_69,molecules1,cHET,188.1,510667
15_71,molecules1,cHET,188.1,1131889
15_72,molecules1,cHET,188.1,1120805
15_73,molecules1,cHET,188.1,1143501
16_75,molecules1,cHET,188.1,1427944
16_76,molecules1,cHET,188.1,1414110
16_77,molecules1,cHET,188.1,1527511
17_82,molecules1,cHET,188.1,2080585
17_83,molecules1,cHET,188.1,2045053
17_84,molecules1,cHET,188.1,2053460
18_86,molecules1,cHET,188.1,417495
18_87,molecules1,cHET,188.1,397858
18_88,molecules1,cHET,188.1,423679
19_90,molecules1,cHET,188.1,471576
19_91,molecules1,cHET,188.1,456952
19_92,molecules1,cHET,188.1,466373
20_94,molecules1,cHET,188.1,875246
20_95,molecules1,cHET,188.1,860290
20_96,molecules1,cHET,188.1,997806
21_100,molecules1,cHET,188.1,1558376
21_98,molecules1,cHET,188.1,1537763
21_99,molecules1,cHET,188.1,1608174
22_102,molecules1,cHET,188.1,446830
22_103,molecules1,cHET,188.1,474562
22_104,molecules1,cHET,188.1,474163
23_106,molecules1,cHET,188.1,446189
23_107,molecules1,cHET,188.1,446644
23_108,molecules1,cHET,188.1,442220
24_110,molecules1,cHET,188.1,1101844
24_111,molecules1,cHET,188.1,1075003
24_112,molecules1,cHET,188.1,1120202
25_117,molecules1,cHET,188.1,1265905
25_118,molecules1,cHET,188.1,1138801
25_119,molecules1,cHET,188.1,1247485
26_121,molecules1,cHET,188.1,230171
26_122,molecules1,cHET,188.1,197903
26_123,molecules1,cHET,188.1,235606
27_125,molecules1,cHET,188.1,1344675
27_126,molecules1,cHET,188.1,1315059
27_127,molecules1,cHET,188.1,1346284
28_129,molecules1,cHET,188.1,1171843
28_130,molecules1,cHET,188.1,1004764
28_131,molecules1,cHET,188.1,1027852
29_133,molecules1,cHET,188.1,279198
29_134,molecules1,cHET,188.1,262090
29_135,molecules1,cHET,188.1,257187
30_137,molecules1,cHET,188.1,490479
30_138,molecules1,cHET,188.1,437350
30_139,molecules1,cHET,188.1,526135
ER3_149_2fdQC_08,molecules1,B5,220.1,18250892
ER3_149_2fdQC_09,molecules1,B5,220.1,14559558
ER3_149_2fdQC_44,molecules1,B5,220.1,17320630
2fdQC_79,molecules1,B5,220.1,15189342
2fdQC_114,molecules1,B5,220.1,12611167
2fdQC_142,molecules1,B5,220.1,8462769
01_12,molecules1,B5,220.1,25431108
01_13,molecules1,B5,220.1,24093126
01_14,molecules1,B5,220.1,27374666
02_16,molecules1,B5,220.1,24021938
02_17,molecules1,B5,220.1,23706432
02_18,molecules1,B5,220.1,23788430
03_20,molecules1,B5,220.1,3819952
03_21,molecules1,B5,220.1,3735276
03_22,molecules1,B5,220.1,3248013
04_24,molecules1,B5,220.1,17656550
04_25,molecules1,B5,220.1,17481278
04_26,molecules1,B5,220.1,17573870
05_28,molecules1,B5,220.1,18852308
05_29,molecules1,B5,220.1,19192124
05_30,molecules1,B5,220.1,19065102
06_32,molecules1,B5,220.1,1856952
06_33,molecules1,B5,220.1,1877374
06_34,molecules1,B5,220.1,1537719
07_36,molecules1,B5,220.1,25314196
07_37,molecules1,B5,220.1,26149600
07_38,molecules1,B5,220.1,25394568
08_40,molecules1,B5,220.1,23510170
08_41,molecules1,B5,220.1,23893732
08_42,molecules1,B5,220.1,23098646
09_47,molecules1,B5,220.1,20166724
09_48,molecules1,B5,220.1,19483630
09_49,molecules1,B5,220.1,20251876
10_51,molecules1,B5,220.1,21956162
10_52,molecules1,B5,220.1,22583300
10_53,molecules1,B5,220.1,22114348
11_55,molecules1,B5,220.1,1823785
11_56,molecules1,B5,220.1,1808239
11_57,molecules1,B5,220.1,1892057
12_59,molecules1,B5,220.1,2674760
12_60,molecules1,B5,220.1,2622481
12_61,molecules1,B5,220.1,2657564
13_63,molecules1,B5,220.1,22822112
13_64,molecules1,B5,220.1,22435578
13_65,molecules1,B5,220.1,21927458
14_67,molecules1,B5,220.1,20607158
14_68,molecules1,B5,220.1,21175476
14_69,molecules1,B5,220.1,20905746
15_71,molecules1,B5,220.1,6271446
15_72,molecules1,B5,220.1,6086669
15_73,molecules1,B5,220.1,6157786
16_75,molecules1,B5,220.1,1220615
16_76,molecules1,B5,220.1,1131890
16_77,molecules1,B5,220.1,1140846
17_82,molecules1,B5,220.1,816195
17_83,molecules1,B5,220.1,833810
17_84,molecules1,B5,220.1,862521
18_86,molecules1,B5,220.1,22277168
18_87,molecules1,B5,220.1,21746834
18_88,molecules1,B5,220.1,21318630
19_90,molecules1,B5,220.1,23270912
19_91,molecules1,B5,220.1,23448914
19_92,molecules1,B5,220.1,23404858
20_94,molecules1,B5,220.1,15884512
20_95,molecules1,B5,220.1,15392251
20_96,molecules1,B5,220.1,15820083
21_100,molecules1,B5,220.1,716453
21_98,molecules1,B5,220.1,745104
21_99,molecules1,B5,220.1,635252
22_102,molecules1,B5,220.1,18302908
22_103,molecules1,B5,220.1,19010250
22_104,molecules1,B5,220.1,18028298
23_106,molecules1,B5,220.1,16664845
23_107,molecules1,B5,220.1,16279256
23_108,molecules1,B5,220.1,15842995
24_110,molecules1,B5,220.1,1449862
24_111,molecules1,B5,220.1,1412231
24_112,molecules1,B5,220.1,1343452
25_117,molecules1,B5,220.1,1799719
25_118,molecules1,B5,220.1,1944753
25_119,molecules1,B5,220.1,1989714
26_121,molecules1,B5,220.1,21568710
26_122,molecules1,B5,220.1,21208330
26_123,molecules1,B5,220.1,21015222
27_125,molecules1,B5,220.1,1528024
27_126,molecules1,B5,220.1,1551473
27_127,molecules1,B5,220.1,1511221
28_129,molecules1,B5,220.1,1222641
28_130,molecules1,B5,220.1,969840
28_131,molecules1,B5,220.1,957227
29_133,molecules1,B5,220.1,16575676
29_134,molecules1,B5,220.1,17423374
29_135,molecules1,B5,220.1,17495564
30_137,molecules1,B5,220.1,11330290
30_138,molecules1,B5,220.1,11190784
30_139,molecules1,B5,220.1,11446318
ER3_149_2fdQC_08,molecules1,B7,245.1,19666
ER3_149_2fdQC_09,molecules1,B7,245.1,20025
ER3_149_2fdQC_44,molecules1,B7,245.1,27224
2fdQC_79,molecules1,B7,245.1,56071
2fdQC_114,molecules1,B7,245.1,19129
2fdQC_142,molecules1,B7,245.1,26897
01_12,molecules1,B7,245.1,69003
01_13,molecules1,B7,245.1,97173
01_14,molecules1,B7,245.1,74075
02_16,molecules1,B7,245.1,25660
02_17,molecules1,B7,245.1,58947
02_18,molecules1,B7,245.1,53509
03_20,molecules1,B7,245.1,143978
03_21,molecules1,B7,245.1,135571
03_22,molecules1,B7,245.1,153799
04_24,molecules1,B7,245.1,28976
04_25,molecules1,B7,245.1,347
04_26,molecules1,B7,245.1,242751
05_28,molecules1,B7,245.1,32350
05_29,molecules1,B7,245.1,81380
05_30,molecules1,B7,245.1,43766
06_32,molecules1,B7,245.1,93309
06_33,molecules1,B7,245.1,89586
06_34,molecules1,B7,245.1,98316
07_36,molecules1,B7,245.1,60080
07_37,molecules1,B7,245.1,28317
07_38,molecules1,B7,245.1,78998
08_40,molecules1,B7,245.1,64036
08_41,molecules1,B7,245.1,51739
08_42,molecules1,B7,245.1,13036
09_47,molecules1,B7,245.1,63244
09_48,molecules1,B7,245.1,95865
09_49,molecules1,B7,245.1,72942
10_51,molecules1,B7,245.1,125179
10_52,molecules1,B7,245.1,24610
10_53,molecules1,B7,245.1,149413
11_55,molecules1,B7,245.1,69461
11_56,molecules1,B7,245.1,81273
11_57,molecules1,B7,245.1,74906
12_59,molecules1,B7,245.1,52989
12_60,molecules1,B7,245.1,86441
12_61,molecules1,B7,245.1,51890
13_63,molecules1,B7,245.1,38047
13_64,molecules1,B7,245.1,30631
13_65,molecules1,B7,245.1,81324
14_67,molecules1,B7,245.1,57787
14_68,molecules1,B7,245.1,73785
14_69,molecules1,B7,245.1,47064
15_71,molecules1,B7,245.1,313680
15_72,molecules1,B7,245.1,296917
15_73,molecules1,B7,245.1,286850
16_75,molecules1,B7,245.1,141376
16_76,molecules1,B7,245.1,184033
16_77,molecules1,B7,245.1,152229
17_82,molecules1,B7,245.1,152420
17_83,molecules1,B7,245.1,143007
17_84,molecules1,B7,245.1,165427
18_86,molecules1,B7,245.1,43012
18_87,molecules1,B7,245.1,28186
18_88,molecules1,B7,245.1,26846
19_90,molecules1,B7,245.1,23430
19_91,molecules1,B7,245.1,28897
19_92,molecules1,B7,245.1,25116
20_94,molecules1,B7,245.1,29727
20_95,molecules1,B7,245.1,35664
20_96,molecules1,B7,245.1,18296
21_100,molecules1,B7,245.1,92468
21_98,molecules1,B7,245.1,73823
21_99,molecules1,B7,245.1,88488
22_102,molecules1,B7,245.1,28263
22_103,molecules1,B7,245.1,57088
22_104,molecules1,B7,245.1,82498
23_106,molecules1,B7,245.1,25799
23_107,molecules1,B7,245.1,40472
23_108,molecules1,B7,245.1,34887
24_110,molecules1,B7,245.1,56586
24_111,molecules1,B7,245.1,70817
24_112,molecules1,B7,245.1,65157
25_117,molecules1,B7,245.1,64045
25_118,molecules1,B7,245.1,60057
25_119,molecules1,B7,245.1,66533
26_121,molecules1,B7,245.1,26606
26_122,molecules1,B7,245.1,27377
26_123,molecules1,B7,245.1,18890
27_125,molecules1,B7,245.1,78748
27_126,molecules1,B7,245.1,83095
27_127,molecules1,B7,245.1,76474
28_129,molecules1,B7,245.1,72053
28_130,molecules1,B7,245.1,57697
28_131,molecules1,B7,245.1,67054
29_133,molecules1,B7,245.1,25691
29_134,molecules1,B7,245.1,56462
29_135,molecules1,B7,245.1,31578
30_137,molecules1,B7,245.1,27316
30_138,molecules1,B7,245.1,26343
30_139,molecules1,B7,245.1,18899
ER3_65_QC2_07,molecules1,B7-heavy,249.1,164965
ER3_65_QC2_22,molecules1,B7-heavy,249.1,158933
ER3_149_2fdQC_08,molecules1,B7-heavy,249.1,363594
ER3_149_2fdQC_09,molecules1,B7-heavy,249.1,364369
ER3_149_2fdQC_44,molecules1,B7-heavy,249.1,421579
2fdQC_79,molecules1,B7-heavy,249.1,398026
2fdQC_114,molecules1,B7-heavy,249.1,367422
2fdQC_142,molecules1,B7-heavy,249.1,356596
01_12,molecules1,B7-heavy,249.1,819726
01_13,molecules1,B7-heavy,249.1,755243
01_14,molecules1,B7-heavy,249.1,778544
02_16,molecules1,B7-heavy,249.1,785166
02_17,molecules1,B7-heavy,249.1,743055
02_18,molecules1,B7-heavy,249.1,756176
03_20,molecules1,B7-heavy,249.1,958279
03_21,molecules1,B7-heavy,249.1,912738
03_22,molecules1,B7-heavy,249.1,907920
04_24,molecules1,B7-heavy,249.1,493081
04_25,molecules1,B7-heavy,249.1,479825
04_26,molecules1,B7-heavy,249.1,478482
05_28,molecules1,B7-heavy,249.1,548555
05_29,molecules1,B7-heavy,249.1,575609
05_30,molecules1,B7-heavy,249.1,544439
06_32,molecules1,B7-heavy,249.1,1254064
06_33,molecules1,B7-heavy,249.1,1210253
06_34,molecules1,B7-heavy,249.1,1292098
07_36,molecules1,B7-heavy,249.1,286872
07_37,molecules1,B7-heavy,249.1,330970
07_38,molecules1,B7-heavy,249.1,297489
08_40,molecules1,B7-heavy,249.1,278297
08_41,molecules1,B7-heavy,249.1,321705
08_42,molecules1,B7-heavy,249.1,287678
09_47,molecules1,B7-heavy,249.1,378564
09_48,molecules1,B7-heavy,249.1,364258
09_49,molecules1,B7-heavy,249.1,382222
10_51,molecules1,B7-heavy,249.1,331945
10_52,molecules1,B7-heavy,249.1,337468
10_53,molecules1,B7-heavy,249.1,322868
11_55,molecules1,B7-heavy,249.1,791607
11_56,molecules1,B7-heavy,249.1,787848
11_57,molecules1,B7-heavy,249.1,799870
12_59,molecules1,B7-heavy,249.1,674475
12_60,molecules1,B7-heavy,249.1,686801
12_61,molecules1,B7-heavy,249.1,715839
13_63,molecules1,B7-heavy,249.1,301563
13_64,molecules1,B7-heavy,249.1,279011
13_65,molecules1,B7-heavy,249.1,342743
14_67,molecules1,B7-heavy,249.1,280905
14_68,molecules1,B7-heavy,249.1,272828
14_69,molecules1,B7-heavy,249.1,227139
15_71,molecules1,B7-heavy,249.1,580585
15_72,molecules1,B7-heavy,249.1,609308
15_73,molecules1,B7-heavy,249.1,603861
16_75,molecules1,B7-heavy,249.1,726989
16_76,molecules1,B7-heavy,249.1,744330
16_77,molecules1,B7-heavy,249.1,699731
17_82,molecules1,B7-heavy,249.1,734111
17_83,molecules1,B7-heavy,249.1,741417
17_84,molecules1,B7-heavy,249.1,740276
18_86,molecules1,B7-heavy,249.1,228875
18_87,molecules1,B7-heavy,249.1,209584
18_88,molecules1,B7-heavy,249.1,230982
19_90,molecules1,B7-heavy,249.1,250699
19_91,molecules1,B7-heavy,249.1,288718
19_92,molecules1,B7-heavy,249.1,238564
20_94,molecules1,B7-heavy,249.1,322325
20_95,molecules1,B7-heavy,249.1,292556
20_96,molecules1,B7-heavy,249.1,327824
21_100,molecules1,B7-heavy,249.1,625486
21_98,molecules1,B7-heavy,249.1,606022
21_99,molecules1,B7-heavy,249.1,610185
22_102,molecules1,B7-heavy,249.1,246003
22_103,molecules1,B7-heavy,249.1,179491
22_104,molecules1,B7-heavy,249.1,230378
23_106,molecules1,B7-heavy,249.1,247808
23_107,molecules1,B7-heavy,249.1,286700
23_108,molecules1,B7-heavy,249.1,243944
24_110,molecules1,B7-heavy,249.1,615919
24_111,molecules1,B7-heavy,249.1,621187
24_112,molecules1,B7-heavy,249.1,630981
25_117,molecules1,B7-heavy,249.1,713693
25_118,molecules1,B7-heavy,249.1,711240
